3253,224
3266,224
3278,229
3291,230
3303,233
3316,234
3328,234
3341,235
3353,237
3366,236
3378,237
3391,234
3403,240
3416,237
3428,237
3441,239
3453,240
3466,242
3478,243
3491,239
3503,248
3516,258
3528,252
3541,264
3553,257
3566,240
3578,240
3590,239
3603,236
3615,239
3628,242
3640,240
3653,237
3665,139
3678,150
3690,383
3703,540
3715,539
3728,541
3765,247
3778,215
3790,226
3803,234
3815,237
3827,240
3840,246
3852,251
3865,254
3877,260
3890,266
3902,274
3915,280
3927,290
3940,303
3952,311
3965,314
3977,310
3990,304
4002,293
4015,281
4027,265
4040,253
4052,234
4065,224
4077,218
4090,222
4102,221
4115,222
4127,225
4140,226
4152,225
4165,228
4177,229
4190,232
4202,232
4238,235
4251,236
4263,235
4276,236
4288,232
4301,234
4313,233
4326,228
4338,230
4351,233
4363,231
4376,232
4388,232
4401,237
4413,235
4426,232
4438,239
4451,238
4463,239
4476,239
4488,240
4501,243
4513,243
4526,249
4538,245
4551,244
4563,246
4576,246
4588,248
4601,257
4613,265
4626,268
4638,285
4650,270
4663,254
4676,250
4688,248
4700,244
4713,243
4725,241
4738,247
4751,237
4763,115
4775,191
4788,500
4800,540
4813,540
4825,485
4850,175
4863,252
4875,218
4888,234
4900,237
4913,245
4925,251
4938,257
4950,261
4963,268
4975,272
4988,276
5001,285
5014,295
5026,304
5039,315
5051,324
5064,326
5076,323
5089,319
5101,307
5114,286
5126,269
5139,250
5151,236
5164,222
5176,219
5189,223
5201,224
5214,225
5226,228
5239,228
5251,233
5264,236
5276,237
5289,237
5301,241
5314,242
5326,245
5339,245
5351,244
5364,241
5376,240
5389,242
5401,247
5414,245
5427,245
5439,245
5452,240
5464,242
5477,244
5489,246
5502,245
5514,244
5527,245
5539,246
5552,244
5564,245
5577,247
5589,247
5602,245
5614,243
5627,245
5639,247
5652,246
5664,247
5677,248
5689,249
5702,249
5714,252
5727,253
5739,253
5752,252
5764,252
5777,256
5789,258
5802,267
5814,263
5827,277
5839,266
5852,248
5864,248
5877,249
5889,246
5902,244
5914,244
5927,247
5940,235
5952,105
5965,173
5977,469
5990,539
6003,540
6015,504
6040,189
6053,248
6066,219
6101,241
6114,242
6127,250
6139,256
6152,259
6165,263
6177,269
6190,276
6202,288
6215,295
6228,306
6240,313
6253,324
6266,330
6278,333
6291,333
6303,332
6316,319
6328,302
6341,285
6354,268
6366,249
6379,235
6392,229
6404,226
6417,225
6430,223
6442,227
6455,230
6468,231
6480,235
6493,239
6505,238
6518,236
6530,237
6543,239
6556,240
6568,240
6581,238
6594,234
6606,237
6619,234
6631,234
6644,233
6656,234
6669,235
6682,236
6695,235
6708,234
6721,239
6733,238
6746,240
6758,242
6771,242
6784,244
6796,243
6809,242
6822,243
6835,240
6847,243
6860,249
6873,244
6885,248
6898,251
6910,249
6923,249
6936,248
6948,248
6961,248
6974,244
6986,246
6999,245
7012,249
7024,259
7037,269
7050,266
7062,282
7075,268
7088,254
7100,253
7113,252
7126,247
7139,250
7151,252
7164,254
7177,241
7189,111
7202,177
7215,466
7227,542
7240,540
7253,502
7278,175
7290,248
7303,214
7315,229
7328,229
7341,234
7353,233
7366,239
7379,245
7391,249
7404,254
7416,259
7429,269
7442,279
7454,286
7467,292
7480,295
7518,303
7531,300
7543,296
7556,291
7568,280
7581,264
7594,250
7606,230
7619,223
7632,213
7645,212
7657,215
7670,218
7683,217
7695,220
7708,226
7720,229
7733,230
7746,228
7758,229
7771,229
7783,229
7796,230
7809,229
7821,229
7834,224
7847,225
7859,223
7872,226
7885,224
7897,224
7910,226
7923,225
7935,232
7948,231
7960,227
7973,231
7985,231
7998,230
8011,233
8023,236
8036,238
8049,233
8061,233
8074,235
8087,235
8099,235
8112,228
8125,233
8137,236
8150,237
8163,236
8175,244
8188,251
8200,256
8213,257
8226,246
8238,236
8251,235
8263,233
8276,231
8289,232
8301,237
8314,238
8327,205
8339,105
8352,250
8365,540
8377,540
8390,539
8403,196
8428,191
8440,240
8453,228
8466,244
8478,255
8491,252
8504,252
8516,252
8529,258
8541,269
8554,274
8567,279
8580,288
8592,292
8605,296
8618,304
8630,306
8643,302
8655,302
8668,295
8681,285
8718,264
8731,245
8744,227
8756,206
8769,199
8782,192
8794,194
8807,198
8820,199
8832,202
8845,205
8858,207
8870,208
8883,211
8896,209
8908,211
8921,215
8934,219
8946,219
8959,216
8972,214
8985,213
8998,216
9010,217
9023,217
9036,222
9049,224
9061,224
9074,228
9087,227
9100,231
9113,234
9125,230
9138,235
9151,234
9164,247
9177,253
9190,252
9202,269
9215,264
9229,245
9242,236
9255,237
9268,232
9280,234
9293,241
9306,240
9319,239
9331,166
9344,131
9357,337
9370,541
9383,541
9396,541
9433,255
9446,231
9459,235
9471,242
9484,246
9497,250
9510,256
9523,259
9536,263
9548,271
9561,278
9574,285
9587,290
9600,307
9612,317
9625,326
9638,328
9651,330
9663,323
9676,315
9689,295
9702,278
9715,263
9727,245
9740,231
9753,227
9793,228
9806,224
9819,222
9832,228
9845,227
9858,231
9870,235
9883,237
9896,239
9909,241
9922,238
9934,242
9947,242
9960,241
9973,240
9986,237
9998,240
10011,236
10024,236
10037,241
10050,238
10062,238
10075,239
10088,238
10101,239
10114,239
10127,240
10140,241
10153,240
10166,243
10178,245
10191,248
10204,249
10217,250
10230,249
10242,250
10255,251
10268,248
10281,249
10294,251
10306,248
10319,246
10332,246
10345,246
10358,244
10370,245
10383,257
10396,257
10408,263
10421,262
10434,246
10447,248
10460,246
10473,245
10486,248
10498,248
10511,247
10524,235
10537,116
10550,166
10563,447
10575,540
10588,540
10601,527
10626,166
10639,257
10652,222
10665,238
10678,241
10691,249
10704,253
10716,258
10758,258
10771,269
10783,273
10796,277
10809,285
10822,292
10835,305
10847,312
10860,318
10873,327
10886,324
10899,318
10911,310
10924,296
10937,282
10950,262
10963,245
10975,236
10988,229
11001,225
11014,224
11027,228
11040,228
11052,229
11065,234
11078,235
11091,237
11104,237
11117,237
11130,240
11142,241
11155,238
11168,238
11181,238
11194,239
11206,239
11219,236
11232,239
11245,239
11258,234
11270,239
11283,239
11296,238
11309,238
11322,239
11334,242
11347,241
11360,244
11373,243
11386,241
11398,240
11411,242
11424,243
11437,244
11450,245
11463,245
11476,248
11488,248
11501,247
11514,248
11527,246
11540,250
11553,247
11565,248
11578,251
11591,248
11631,251
11644,251
11657,251
11670,253
11683,250
11695,248
11708,249
11721,250
11734,261
11747,261
11759,274
11772,255
11785,252
11798,256
11810,254
11823,251
11836,251
11849,252
11862,242
11875,130
11887,159
11900,412
11913,540
11926,540
11938,541
11964,140
11976,251
11989,209
12002,228
12015,231
12028,233
12041,238
12054,241
12066,250
12079,253
12092,257
12105,265
12118,274
12131,284
12144,297
12157,307
12170,315
12183,320
12196,319
12209,316
12221,310
12234,296
12247,276
12260,265
12273,247
12286,235
12298,225
12311,220
12324,217
12337,219
12350,218
12363,223
12375,226
12388,229
12401,231
12414,232
12454,233
12467,234
12480,231
12493,230
12506,233
12519,229
12531,228
12544,231
12557,230
12570,230
12583,231
12596,228
12608,231
12621,229
12634,230
12647,232
12660,232
12673,233
12686,233
12698,235
12711,235
12724,233
12737,233
12750,235
12763,234
12775,231
12788,234
12801,235
12814,233
12827,232
12840,233
12852,236
12865,232
12878,233
12891,233
12904,238
12917,235
12929,233
12942,235
12955,242
12968,242
12980,240
12993,241
13006,241
13019,241
